
Japanese,Hiragana,Burmese,Tags
"係員","係[かかり]員[いん]","တာဝန်ရှိသူ","Minna_no_Nihongo_2::Lesson_45"
"コース","コース","လမ်းကြောင်း","Minna_no_Nihongo_2::Lesson_45"
"スタート","スタート","စမယ်။ စပြီ။ အစ","Minna_no_Nihongo_2::Lesson_45"
"~位","~位[い]","အဆင့်","Minna_no_Nihongo_2::Lesson_45"
"優勝します","優[ゆう]勝[しょう]します","အနိုင်ရသည်","Minna_no_Nihongo_2::Lesson_45"
"焼きます","焼[や]きます","ကင်သည် ဖုတ်သည်","Minna_no_Nihongo_2::Lesson_46"
"渡します","渡[わた]します","လက်ဆင့်ကမ်းပေးသည်၊ တဆင့်ပေးသည်","Minna_no_Nihongo_2::Lesson_46"
"帰ってきます","帰[かえ]ってきます","ပြန်လာသည်","Minna_no_Nihongo_2::Lesson_46"
"出ます","出[で]ます","ထွက်သည် (ဘတ်စ်ကားထွက်သည်)","Minna_no_Nihongo_2::Lesson_46"
"留守","留[る]守[す]","အိမ်တွင်လူမရှိခြင်း","Minna_no_Nihongo_2::Lesson_46"
"宅配便","宅[たく]配[はい]便[びん]","ပါဆယ်ထုပ်များ ပို့ဆောင်ခြင်း","Minna_no_Nihongo_2::Lesson_46"
"原因","原[げん]因[いん]","အကြောင်းရင်း","Minna_no_Nihongo_2::Lesson_46"
"注射","注[ちゅう]射[しゃ]","ဆေးထိုးခြင်း","Minna_no_Nihongo_2::Lesson_46"
"食欲","食[しょく]欲[よく]","စားချင်သောက်ချင်စိတ်","Minna_no_Nihongo_2::Lesson_46"
"パンフレット","パンフレット","ပန်းဖလက်","Minna_no_Nihongo_2::Lesson_46"
"ステレオ","ステレオ","stereoကက်ဆက်","Minna_no_Nihongo_2::Lesson_46"
"こちら","こちら","ဒီဘက်","Minna_no_Nihongo_2::Lesson_46"
"~のところ","~のところ","-နေရာမှာ","Minna_no_Nihongo_2::Lesson_46"
"ちょうど","ちょうど","အနေတော်၊ တိတိကျကျ","Minna_no_Nihongo_2::Lesson_46"
"たった今","たった今[いま]","အခုဘဲ","Minna_no_Nihongo_2::Lesson_46"
"今いいでしょうか","今[いま]いいでしょうか","အခုအားလားဟင် (အားလားဟင်)","Minna_no_Nihongo_2::Lesson_46"
"ガスサービスセンター","ガスサービスセンター","ဂတ်စ်ဝန်ဆောင်မှုစင်တာ","Minna_no_Nihongo_2::Lesson_46"
"ガスレンジ","ガスレンジ","ဂတ်စ်မီးဖို","Minna_no_Nihongo_2::Lesson_46"
"具合","具[ぐ]合[あい]","အခြေအနေ","Minna_no_Nihongo_2::Lesson_46"
"どちら様でしょうか","どちら様[さま]でしょうか","ဘယ်သူပါလဲ","Minna_no_Nihongo_2::Lesson_46"
"向かいます","向[む]かいます","အခုအဲဒီကို သွားနေတယ်","Minna_no_Nihongo_2::Lesson_46"
"お待たせしました","お待[ま]たせしました","စောင့်ခိုင်းရတာ စိတ်မကောင်းပါဘူး","Minna_no_Nihongo_2::Lesson_46"
"集まります","集[あつ]まります","စုဝေးသည်","Minna_no_Nihongo_2::Lesson_47"
"別れます","別[わか]れます","ခွဲခွာသည်","Minna_no_Nihongo_2::Lesson_47"
"長生きします","長[なが]生[い]きします","အသက်ရှည်သည်","Minna_no_Nihongo_2::Lesson_47"
"音がします","音[おと]がします","အသံကြားရသည်","Minna_no_Nihongo_2::Lesson_47"
"味がします","味[あじ]がします","အရသာ ရသည်","Minna_no_Nihongo_2::Lesson_47"
"においがします","においがします","အနံရသည်","Minna_no_Nihongo_2::Lesson_47"
"さします","さします","ထီးဆောင်းသည်","Minna_no_Nihongo_2::Lesson_47"
"ひどい","ひどい","ရက်စက်သော","Minna_no_Nihongo_2::Lesson_47"
"怖い","怖[こわ]い","ကြောက်သော","Minna_no_Nihongo_2::Lesson_47"
"天気予報","天[てん]気[き]予[よ]報[ほう]","မိုးလေဝသ သတင်း","Minna_no_Nihongo_2::Lesson_47"
"発表","発[はっ]表[ぴょう]","presentation လုပ်သည်","Minna_no_Nihongo_2::Lesson_47"
"実験","実[じっ]験[けん]","လက်တွေ့ လုပ်သည်","Minna_no_Nihongo_2::Lesson_47"
"人口","人[じん]口[こう]","လူဦးရေ","Minna_no_Nihongo_2::Lesson_47"
"におい","におい","အနံ","Minna_no_Nihongo_2::Lesson_47"
"科学","科[か]学[がく]","ဓါတုဗေဒ","Minna_no_Nihongo_2::Lesson_47"
"医学","医[い]学[がく]","ဆေးဝါးပညာ","Minna_no_Nihongo_2::Lesson_47"
"文学","文[ぶん]学[がく]","ဝိဇ္ဇာတွဲ ပညာ","Minna_no_Nihongo_2::Lesson_47"
"パトカー","パトカー","ရဲကား","Minna_no_Nihongo_2::Lesson_47"
"救急車","救[きゅう]急[きゅう]車[しゃ]","လူနာတင်ယာဉ်","Minna_no_Nihongo_2::Lesson_47"
"賛成","賛[さん]成[せい]","ထောက်ခံသည်","Minna_no_Nihongo_2::Lesson_47"
"反対","反[はん]対[たい]","ဆန့်ကျင်သည်","Minna_no_Nihongo_2::Lesson_47"
"男性","男[だん]性[せい]","အမျိုးသား","Minna_no_Nihongo_2::Lesson_47"
"女性","女[じょ]性[せい]","အမျိုးသမီး","Minna_no_Nihongo_2::Lesson_47"
"どうも","どうも","-ထင်ရတယ် (အတွေးအထင်ဖြင့်ပြောသော အခါတွင်သုံးသည်)","Minna_no_Nihongo_2::Lesson_47"
"~によると","~によると","-အရဆိုရင်","Minna_no_Nihongo_2::Lesson_47"
"恋人","恋[こい]人[びと]","ချစ်သူ","Minna_no_Nihongo_2::Lesson_47"
"婚約します","婚[こん]約[やく]します","စေ့စပ်သည်","Minna_no_Nihongo_2::Lesson_47"
"相手","相[あい]手[て]","တဖက်သူ (စေ့စပ်ထားသောတဖက်သူ)","Minna_no_Nihongo_2::Lesson_47"
"知り合います","知[し]り合[あ]います","သိကျွမ်းသည်","Minna_no_Nihongo_2::Lesson_47"
"下ろします","下[お]ろします","အထုပ်များကို အောက်သို့ချသည်။ အမြင့်တစ်နေရာမှ အရာကို အောက်သို့ချသည်။","Minna_no_Nihongo_2::Lesson_48"
"届けます","届[とど]けます","ပေးပို့သည်","Minna_no_Nihongo_2::Lesson_48"
"世話をします","世[せ]話[わ]をします","ပြုစုစောင့်ရှောက်သည်","Minna_no_Nihongo_2::Lesson_48"
"嫌","嫌[いや]","မနှစ်မြို့သော။ မကြိုက်သော","Minna_no_Nihongo_2::Lesson_48"
"厳しい","厳[きび]しい","စည်းကမ်းကြီးသော","Minna_no_Nihongo_2::Lesson_48"
"塾","塾[じゅく]","ကျူရှင်","Minna_no_Nihongo_2::Lesson_48"
"スケジュール","スケジュール","အချိန်ဇယား","Minna_no_Nihongo_2::Lesson_48"
"生徒","生[せい]徒[と]","ကျောင်းသား","Minna_no_Nihongo_2::Lesson_48"
"者","者[もの]","ပုဂ္ဂိုလ်","Minna_no_Nihongo_2::Lesson_48"
"入管","入[にゅう]管[かん]","လူဝင်မှုကြီးကြပ်ရေး","Minna_no_Nihongo_2::Lesson_48"
"再入国ビザ","再[さい]入[にゅう]国[こく]ビザ","တဖန်ပြည်ဝင်ခွင့် ဗီဇာ","Minna_no_Nihongo_2::Lesson_48"
"自由に","自[じ]由[ゆう]に","လွပ်လပ်စွာ","Minna_no_Nihongo_2::Lesson_48"
"~間","~間[かん]","-ကြား","Minna_no_Nihongo_2::Lesson_48"
"いいことですね","いいことですね","ကောင်းလိုက်တာနော်","Minna_no_Nihongo_2::Lesson_48"
"お忙しいですか","お忙[いそが]しいですか","အလုပ်ရှုပ်နေလား","Minna_no_Nihongo_2::Lesson_48"
"久しぶり","久[ひさ]しぶり","မတွေ့တာကြာပြီ","Minna_no_Nihongo_2::Lesson_48"
"営業","営[えい]業[ぎょう]","marketing","Minna_no_Nihongo_2::Lesson_48"
"それまでに","それまでに","အဲဒီအထိ","Minna_no_Nihongo_2::Lesson_48"
"かまいません","かまいません","ကိစ္စမရှိပါဘူး","Minna_no_Nihongo_2::Lesson_48"
"楽しみます","楽[たの]しみます","ပျော်ရွှင်သည်","Minna_no_Nihongo_2::Lesson_48"
"務めます","務[つと]めます","တာဝန်ထမ်းဆောင်သည်","Minna_no_Nihongo_2::Lesson_49"
"休みます","休[やす]みます","အနားယူသည်","Minna_no_Nihongo_2::Lesson_49"
"かけます","かけます","ခုံတွင်ထိုင်သည်","Minna_no_Nihongo_2::Lesson_49"
"過ごします","過[す]ごします","အချိန်ကုန်လွန်စေသည်","Minna_no_Nihongo_2::Lesson_49"
"寄ります","寄[よ]ります","လမ်းကြုံဝင်သည်","Minna_no_Nihongo_2::Lesson_49"
"いらっしゃいます","いらっしゃいます","ရှိသည် (လူပုဂ္ဂိုလ်ရှိခြင်း။ယဉ်ကျေးသောအသုံး)","Minna_no_Nihongo_2::Lesson_49"
"召し上がります","召[め]し上[あ]がります","စားသည် (ယဉ်ကျေးသောအသုံး)","Minna_no_Nihongo_2::Lesson_49"
"おっしゃいます","おっしゃいます","ပြောသည် (ယဉ်ကျေးသောအသုံး)","Minna_no_Nihongo_2::Lesson_49"
"なさいます","なさいます","လုပ်သည် (ယဉ်ကျေးသောအသုံး)","Minna_no_Nihongo_2::Lesson_49"
"ご覧になります","ご覧[らん]になります","ကြည့်သည် (ယဉ်ကျေးသောအသုံး)","Minna_no_Nihongo_2::Lesson_49"
"ご存じです","ご存[ぞん]じです","သိသည် (ယဉ်ကျေးသောအသုံး)","Minna_no_Nihongo_2::Lesson_49"
"あいさつ","あいさつ","နှုတ်ဆက်စကား","Minna_no_Nihongo_2::Lesson_49"
"灰皿","灰[はい]皿[ざら]","ဆေးလိပ်ပြာခွက်","Minna_no_Nihongo_2::Lesson_49"
"旅館","旅[りょ]館[かん]","တည်းခိုခန်း","Minna_no_Nihongo_2::Lesson_49"
"会場","会[かい]場[じょう]","ခန်းမ","Minna_no_Nihongo_2::Lesson_49"
"バス停","バス停[てい]","ကားမှတ်တိုင်","Minna_no_Nihongo_2::Lesson_49"
"貿易","貿[ぼう]易[えき]","စီးပွါးရေး Trading","Minna_no_Nihongo_2::Lesson_49"
"~様","~様[さま]","Mr / Mrs","Minna_no_Nihongo_2::Lesson_49"
"帰りに","帰[かえ]りに","အပြန်မှာ","Minna_no_Nihongo_2::Lesson_49"
"たまに","たまに","တခါတလေ","Minna_no_Nihongo_2::Lesson_49"
"ちっとも","ちっとも","အနည်းငယ်မျှ","Minna_no_Nihongo_2::Lesson_49"
"遠慮なく","遠[えん]慮[りょ]なく","အားမနာပါနဲ့","Minna_no_Nihongo_2::Lesson_49"
"~年","~年[ねん]","-အတန်း (လေးတန်း)","Minna_no_Nihongo_2::Lesson_49"
"~組","~組[くみ]","-အခန်း (လေးတန်း Aအခန်း)","Minna_no_Nihongo_2::Lesson_49"
"では","では","ကဲဒါဆို","Minna_no_Nihongo_2::Lesson_49"
"出します","出[だ]します","(အဖျား)တက်သည်","Minna_no_Nihongo_2::Lesson_49"
"よろしくお伝えください","よろしくお伝[つた]えください","ပြောပေးပါ","Minna_no_Nihongo_2::Lesson_49"
"失礼いたします","失[しつ]礼[れい]いたします","ခွင့်ပြုပါအုံး","Minna_no_Nihongo_2::Lesson_49"
"まいります","まいります","လာတယ် (မိမိကိုယ်ကိုနှိမ့်ချအသုံး)","Minna_no_Nihongo_2::Lesson_50"
"おります","おります","ရှိသည် (မိမိကိုယ်ကိုနှိမ့်ချအသုံး)","Minna_no_Nihongo_2::Lesson_50"
"いただきます","いただきます","စားသည် (မိမိကိုယ်ကိုနှိမ့်ချအသုံး)","Minna_no_Nihongo_2::Lesson_50"
"申します","申[もう]します","ပြောသည် (မိမိကိုယ်ကိုနှိမ့်ချအသုံး)","Minna_no_Nihongo_2::Lesson_50"
"いたします","いたします","လုပ်သည် (မိမိကိုယ်ကိုနှိမ့်ချအသုံး)","Minna_no_Nihongo_2::Lesson_50"
"拝見します","拝[はい]見[けん]します","ကြည့်သည် (မိမိကိုယ်ကိုနှိမ့်ချအသုံး)","Minna_no_Nihongo_2::Lesson_50"
"存じます","存[ぞん]じます","သိသည် (မိမိကိုယ်ကိုနှိမ့်ချအသုံး)","Minna_no_Nihongo_2::Lesson_50"
"伺います","伺[うかが]います","မေးသည်/နားထောင်သည်/ကြားသိသည် (မိမိကိုယ်ကိုနှိမ့်ချအသုံး)","Minna_no_Nihongo_2::Lesson_50"
"お目にかかります","お目[め]にかかります","တွေ့ သည် (မိမိကိုယ်ကိုနှိမ့်ချအသုံး)","Minna_no_Nihongo_2::Lesson_50"
"ございます","ございます","ရှိသည်(အရာဝတ္ထု) (မိမိကိုယ်ကို နှိမ့်ချအသုံး)","Minna_no_Nihongo_2::Lesson_50"
"〜でございます","〜でございます","ဖြစ်သည် (မိမိကိုယ်ကိုနှိမ့်ချအသုံး)","Minna_no_Nihongo_2::Lesson_50"
"わたくし","わたくし","ကျွန်တော်/ ကျွန်မ (မိမိကိုယ်ကို နှိမ့်ချအသုံး)","Minna_no_Nihongo_2::Lesson_50"
"ガイド","ガイド","လမ်းညွန်","Minna_no_Nihongo_2::Lesson_50"
"お宅","お宅[たく]","အိမ်","Minna_no_Nihongo_2::Lesson_50"
"郊外","郊[こう]外[がい]","မြို့ပြင်","Minna_no_Nihongo_2::Lesson_50"
"アルバム","アルバム","album","Minna_no_Nihongo_2::Lesson_50"
"再来週","再[さ]来[らい]週[しゅう]","နောက်တစ်ပါတ်ရဲ့နောက်တစ်ပါတ်","Minna_no_Nihongo_2::Lesson_50"
"再来月","再[さ]来[らい]月[げつ]","နောက်လရဲ့ နောက်လ","Minna_no_Nihongo_2::Lesson_50"
"再来年","再[さ]来[らい]年[ねん]","နောက်နှစ်ရဲ့ နောက်နှစ်","Minna_no_Nihongo_2::Lesson_50"
"半年","半[はん]年[とし]","နှစ်ဝက်","Minna_no_Nihongo_2::Lesson_50"
"最初に","最[さい]初[しょ]に","ပထမဆုံးမှာ","Minna_no_Nihongo_2::Lesson_50"
"最後に","最[さい]後[ご]に","နောက်ဆုံးမှာ","Minna_no_Nihongo_2::Lesson_50"
"ただいま","ただいま","ပြန်ရောက်ပါပြီ","Minna_no_Nihongo_2::Lesson_50"
"緊張します","緊[きん]張[ちょう]します","စိတ်လှုပ်ရှားသည်","Minna_no_Nihongo_2::Lesson_50"
"放送します","放[ほう]送[そう]します","အသံလွင့်သည် (ရေဒီယို)","Minna_no_Nihongo_2::Lesson_50"
"撮ります","撮[と]ります","ဗီဒီယို ရုပ်ရှင် ရိုက်သည်","Minna_no_Nihongo_2::Lesson_50"
"賞金","賞[しょう]金[きん]","ဆုငွေ","Minna_no_Nihongo_2::Lesson_50"
"自然","自[し]然[ぜん]","သဘာဝ","Minna_no_Nihongo_2::Lesson_50"
"キリン","キリン","သစ်ကုလားအုပ်","Minna_no_Nihongo_2::Lesson_50"
"象","象[ぞう]","ဆင်","Minna_no_Nihongo_2::Lesson_50"
"~ころ","~ころ","အချိန် (ကလေးဘဝတုန်းကအချိန်)","Minna_no_Nihongo_2::Lesson_50"
"かないます","かないます","ဆုတောင်းပြည့်သည်","Minna_no_Nihongo_2::Lesson_50"
"一言よろしいでしょうか","一[ひと]言[こと]よろしいでしょうか","တစ်ခွန်းလောက်ပြောပေးပါလား","Minna_no_Nihongo_2::Lesson_50"
"協力します","協[きょう]力[りょく]します","ကူညီသည်","Minna_no_Nihongo_2::Lesson_50"
"心から","心[こころ]から","နှလုံးသားထဲကနေ","Minna_no_Nihongo_2::Lesson_50"
"感謝します","感[かん]謝[しゃ]します","ကျေးဇူးတင်ပါတယ်","Minna_no_Nihongo_2::Lesson_50"
